image_id,pca_feature_1,pca_feature_2,pca_feature_3,pca_feature_4,pca_feature_5,pca_feature_6,pca_feature_7,pca_feature_8,pca_feature_9,pca_feature_10
22,-3.8298701497553482,-3.654345343468944,15.6933439067574,21.471249718757438,8.704677079912303,-3.1751293853848046,0.339140131538903,-0.08228899292002216,-1.1182491633556277,3.1454369963639657
30,0.6489732283960834,-16.013685132817674,-1.3454292346847583,8.30391489154378,8.99179743700541,-1.150089238998179,1.9004267979247706,-8.769129620393688,10.026194695039875,6.861624636460303
8589934602,-2.640907378923954,-3.534072041409806,16.06734333690856,21.54218919713391,7.624383445108728,-4.277709563291571,-0.5331342971918448,0.6556331236326648,-1.1922174663415714,2.1238051834135883
17179869206,4.8748003102507536,-19.4952318038733,-5.877811014788826,10.156044554854686,9.116180870383403,-0.9133790749571249,2.7128713588378295,-10.706218253574947,9.542058921047925,8.1981828915456
25769803787,-0.975050563485295,-13.591853720154566,-1.7138230830615755,2.304903150305814,7.50693822087444,-1.1548137523266115,2.793037841698341,-9.988574598067954,9.39503379223286,3.507378143710996
25769803801,-7.0447248285183734,-2.007321608584074,17.332192701497707,21.637142366040603,8.589978382963048,-6.122668879790347,-1.7054773873157651,0.5640431097856783,-2.0653302278476673,0.3753900016319868
34359738384,1.867627566768478,-16.656120446368963,-2.592418552329122,9.873142093378558,9.647151550816538,-0.2567550760712486,3.418402576137605,-8.035427319649651,8.02586331125977,7.491288887473452
42949672969,-12.478925710237478,-3.3250477104181995,17.830081979778857,21.485815041210348,9.267100702714858,-5.538767727375393,-1.722461951195267,1.4077313359966284,-0.8022753805944615,1.0221643352091323
51539607581,-7.482260111324913,-2.1672480909080516,18.177759678678175,24.831680546260994,6.275439814092083,-3.0016273871755472,0.4823743697258345,-3.148050733800405,-3.3888073530775493,5.983714247623251
60129542160,-0.6872386402546975,-12.799133514244394,-2.0644195577026467,2.755038200932551,6.8083439807691635,-1.3652354385370586,2.0271415699112683,-9.674059438977118,7.2506306879615705,1.2573204350569689
60129542165,-4.84762064074106,-3.0159181526262455,16.88541691375921,25.072114763301965,5.419060557912602,-3.308211211160097,0.4134665099412103,-2.518581542523913,-4.956690985175303,6.768279235988368
